customer_id,churn_probability,risk_level,retention_priority,tenure,MonthlyCharges,TotalCharges,Contract,InternetService,PaymentMethod,TechSupport,OnlineSecurity,PaperlessBilling,actual_churn
4335-UPJSI,0.0056530344299972,LOW,MONITOR,24,19.75,498.1,Two year,No,Mailed check,No internet service,No internet service,No,No
6096-EGVTU,0.0149694010615348,LOW,MONITOR,64,24.9,1595.5,One year,No,Mailed check,No internet service,No internet service,No,No
8988-ECPJR,0.4545907080173492,MEDIUM,ENGAGE,34,79.6,2718.3,Month-to-month,Fiber optic,Mailed check,No,No,Yes,Yes
7677-SJJJK,0.0242771431803703,LOW,MONITOR,8,19.9,153.95,One year,No,Credit card (automatic),No internet service,No internet service,No,No
5850-BDWCY,0.071638248860836,LOW,MONITOR,6,20.2,123.65,Month-to-month,No,Mailed check,No internet service,No internet service,No,No
2025-JKFWI,0.7636417746543884,HIGH,URGENT,13,99.0,1301.7,Month-to-month,Fiber optic,Mailed check,Yes,No,Yes,Yes
8028-PNXHQ,0.0058141988702118,LOW,MONITOR,62,24.25,1424.6,Two year,No,Bank transfer (automatic),No internet service,No internet service,Yes,No
8397-MVTAZ,0.6383891701698303,HIGH,URGENT,34,100.05,3480.0,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes
4445-ZJNMU,0.8830887079238892,HIGH,URGENT,9,99.3,918.75,Month-to-month,Fiber optic,Credit card (automatic),No,No,Yes,No
3125-RAHBV,0.0185918565839529,LOW,MONITOR,22,20.3,467.15,One year,No,Credit card (automatic),No internet service,No internet service,No,No
6682-QJDGB,0.235705554485321,LOW,MONITOR,40,55.25,2139.2,Month-to-month,DSL,Mailed check,No,Yes,Yes,Yes
8840-DQLGN,0.2510900497436523,LOW,MONITOR,35,100.5,3653.35,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,Yes,Yes,Yes
6258-NGCNG,0.1749922484159469,LOW,MONITOR,7,23.5,173.0,Month-to-month,No,Mailed check,No internet service,No internet service,No,No
5917-RYRMG,0.0128208762034773,LOW,MONITOR,32,19.8,587.7,One year,No,Credit card (automatic),No internet service,No internet service,No,No
7157-SMCFK,0.0277668759226799,LOW,MONITOR,61,19.75,1124.2,Two year,No,Mailed check,No internet service,No internet service,No,No
0816-TSPHQ,0.0805396810173988,LOW,MONITOR,2,20.75,44.2,Month-to-month,No,Mailed check,No internet service,No internet service,No,No
6766-HFKLA,0.0648231208324432,LOW,MONITOR,56,103.2,5744.35,Two year,Fiber optic,Bank transfer (automatic),Yes,No,No,No
7067-KSAZT,0.2717907726764679,LOW,MONITOR,65,106.25,6979.8,One year,Fiber optic,Electronic check,No,No,Yes,Yes
5155-AZQPB,0.058413989841938,LOW,MONITOR,28,49.9,1410.25,Month-to-month,DSL,Mailed check,No,No,No,No
6890-PFRQX,0.1489803940057754,LOW,MONITOR,18,69.5,1199.4,Month-to-month,DSL,Mailed check,No,Yes,No,No
3508-VLHCZ,0.0038344936911016,LOW,MONITOR,71,90.55,6239.05,Two year,DSL,Credit card (automatic),Yes,Yes,Yes,No
3649-JPUGY,0.0075343153439462,LOW,MONITOR,72,88.6,6201.95,Two year,DSL,Bank transfer (automatic),Yes,No,Yes,No
9248-OJYKK,0.9132309556007384,HIGH,URGENT,1,76.45,76.45,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes
7239-HZZCX,0.3197006583213806,MEDIUM,ENGAGE,1,19.75,19.75,Month-to-month,No,Mailed check,No internet service,No internet service,No,Yes
9860-LISIZ,0.0459734573960304,LOW,MONITOR,34,20.35,673.2,Month-to-month,No,Mailed check,No internet service,No internet service,No,No
6979-ZNSFF,0.7896766066551208,HIGH,URGENT,8,87.05,762.1,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes
8938-UMKPI,0.5549919605255127,MEDIUM,ENGAGE,47,106.4,5127.95,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes
1820-DJFPH,0.0022984542883932,LOW,MONITOR,72,24.05,1709.15,Two year,No,Bank transfer (automatic),No internet service,No internet service,Yes,No
0732-OCQOC,0.0179109945893287,LOW,MONITOR,52,25.05,1270.25,Two year,No,Bank transfer (automatic),No internet service,No internet service,Yes,No
6776-TLWOI,0.1369182616472244,LOW,MONITOR,3,19.85,64.55,Month-to-month,No,Mailed check,No internet service,No internet service,No,Yes
4940-KHCWD,0.0095743630081415,LOW,MONITOR,60,37.7,2288.7,Two year,DSL,Bank transfer (automatic),Yes,Yes,No,No
9057-SIHCH,0.877274751663208,HIGH,URGENT,3,96.6,291.9,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes
9866-QEVEE,0.3697171509265899,MEDIUM,ENGAGE,19,86.0,1532.45,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,Yes,Yes
5542-TBBWB,0.8565287590026855,HIGH,URGENT,1,69.9,69.9,Month-to-month,Fiber optic,Electronic check,No,No,Yes,No
4587-VVTOX,0.7848973274230957,HIGH,URGENT,6,105.3,545.2,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes
6322-HRPFA,0.0700494423508644,LOW,MONITOR,49,59.6,2970.3,Month-to-month,DSL,Credit card (automatic),Yes,Yes,No,No
6284-AHOOQ,0.3331843614578247,MEDIUM,ENGAGE,22,90.5,1910.6,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,No,Yes,Yes
4530-NDRKU,0.0196375083178281,LOW,MONITOR,42,19.05,761.85,One year,No,Electronic check,No internet service,No internet service,Yes,No
1751-NCDLI,0.7110633254051208,HIGH,URGENT,46,98.85,4564.9,Month-to-month,Fiber optic,Electronic check,No,No,Yes,No
3893-JRNFS,0.13027985394001,LOW,MONITOR,68,39.9,2796.35,Month-to-month,DSL,Bank transfer (automatic),No,No,Yes,No
5857-XRECV,0.03707055747509,LOW,MONITOR,2,20.5,38.25,One year,No,Bank transfer (automatic),No internet service,No internet service,No,No
3115-CZMZD,0.0094427103176712,LOW,MONITOR,0,20.25,0.0,Two year,No,Mailed check,No internet service,No internet service,No,No
4489-SNOJF,0.146865114569664,LOW,MONITOR,35,72.25,2568.55,Month-to-month,DSL,Electronic check,Yes,Yes,No,Yes
1051-GEJLJ,0.1978027820587158,LOW,MONITOR,2,19.5,27.55,Month-to-month,No,Mailed check,No internet service,No internet service,No,No
3563-SVYLG,0.0084245726466178,LOW,MONITOR,68,62.65,4375.8,Two year,DSL,Credit card (automatic),Yes,Yes,No,No
4301-VVZKA,0.6317188143730164,HIGH,URGENT,16,75.4,1189.4,Month-to-month,Fiber optic,Electronic check,No,No,Yes,No
9351-HXDMR,0.0508921518921852,LOW,MONITOR,72,110.9,8240.85,Two year,Fiber optic,Credit card (automatic),Yes,Yes,Yes,No
5161-XEUVX,0.0570046938955783,LOW,MONITOR,37,94.3,3460.95,Two year,Fiber optic,Mailed check,Yes,No,No,No
3088-FVYWK,0.0251016542315483,LOW,MONITOR,53,25.55,1336.1,Two year,No,Credit card (automatic),No internet service,No internet service,No,No
9812-GHVRI,0.3393784165382385,MEDIUM,ENGAGE,40,83.85,3532.25,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,No,No
1370-GGAWX,0.2280399650335312,LOW,MONITOR,46,94.15,4408.45,One year,Fiber optic,Electronic check,No,No,Yes,No
6023-YEBUP,0.8780906200408936,HIGH,URGENT,3,100.95,329.95,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes
9940-RHLFB,0.7323974370956421,HIGH,URGENT,1,75.3,75.3,Month-to-month,Fiber optic,Electronic check,No,No,No,Yes
4541-RMRLG,0.0613964088261127,LOW,MONITOR,7,19.25,112.3,Month-to-month,No,Electronic check,No internet service,No internet service,No,Yes
2606-RMDHZ,0.4221907556056976,MEDIUM,ENGAGE,6,30.5,208.7,Month-to-month,DSL,Credit card (automatic),No,No,Yes,Yes
5575-TPIZQ,0.2515786588191986,LOW,MONITOR,46,89.15,4245.55,Month-to-month,Fiber optic,Credit card (automatic),No,Yes,Yes,No
9378-FXTIZ,0.1096522286534309,LOW,MONITOR,54,70.15,3715.65,One year,DSL,Credit card (automatic),No,No,Yes,Yes
4631-OACRM,0.6430647373199463,HIGH,URGENT,15,79.4,1156.1,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes
8593-WHYHV,0.8513554334640503,HIGH,URGENT,3,85.3,264.8,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes
1403-GYAFU,0.0031669167801737,LOW,MONITOR,70,20.05,1360.25,Two year,No,Credit card (automatic),No internet service,No internet service,No,No
7641-TQFHN,0.0452866032719612,LOW,MONITOR,39,100.55,3895.35,Two year,Fiber optic,Mailed check,Yes,No,No,No
4237-CLSMM,0.1076372116804122,LOW,MONITOR,2,20.0,38.0,Month-to-month,No,Mailed check,No internet service,No internet service,No,No
4360-PNRQB,0.2894021272659302,LOW,MONITOR,18,75.6,1395.05,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,Yes,No
5334-AFQJB,0.0018133147386834,LOW,MONITOR,72,25.1,1789.9,Two year,No,Credit card (automatic),No internet service,No internet service,Yes,No
9308-ANMVE,0.283938467502594,LOW,MONITOR,47,55.3,2654.05,Month-to-month,DSL,Electronic check,No,Yes,Yes,No
3530-VWVGU,0.0996367037296295,LOW,MONITOR,22,19.9,400.3,Month-to-month,No,Mailed check,No internet service,No internet service,No,No
4674-HGNUA,0.0036222725175321,LOW,MONITOR,71,89.9,6457.15,Two year,DSL,Credit card (automatic),Yes,Yes,No,No
3030-YDNRM,0.7164721488952637,HIGH,URGENT,8,74.85,572.45,Month-to-month,Fiber optic,Electronic check,No,No,Yes,No
3642-BYHDO,0.0045384597033262,LOW,MONITOR,71,19.9,1389.35,Two year,No,Bank transfer (automatic),No internet service,No internet service,No,No
0440-UEDAI,0.1009267717599868,LOW,MONITOR,53,94.45,5042.75,One year,Fiber optic,Credit card (automatic),Yes,No,Yes,No
9819-FBNSV,0.3481998443603515,MEDIUM,ENGAGE,37,72.25,2575.45,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,Yes,No
9289-LBQVU,0.0536256097257137,LOW,MONITOR,64,70.15,4480.7,One year,DSL,Mailed check,Yes,No,Yes,No
4468-YDOVK,0.2688749432563782,LOW,MONITOR,5,48.65,235.2,Month-to-month,DSL,Bank transfer (automatic),Yes,No,Yes,No
2001-EWBQU,0.131813958287239,LOW,MONITOR,60,104.7,6333.8,Two year,Fiber optic,Electronic check,No,No,No,No
9992-UJOEL,0.5364401340484619,MEDIUM,ENGAGE,2,50.3,92.75,Month-to-month,DSL,Mailed check,No,No,Yes,No
8409-WQJUX,0.1215244457125663,LOW,MONITOR,25,54.2,1423.15,One year,DSL,Electronic check,Yes,No,No,No
3077-RSNTJ,0.1048256382346153,LOW,MONITOR,6,19.7,113.5,Month-to-month,No,Mailed check,No internet service,No internet service,No,No
6993-YCOBK,0.0345011763274669,LOW,MONITOR,60,110.6,6586.85,Two year,Fiber optic,Electronic check,Yes,Yes,Yes,No
4817-VYYWS,0.5366908311843872,MEDIUM,ENGAGE,30,100.2,2983.8,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes
4702-HDRKD,0.0201485008001327,LOW,MONITOR,67,49.35,3321.35,One year,DSL,Bank transfer (automatic),Yes,Yes,Yes,No
3251-YMVWZ,0.0937411114573478,LOW,MONITOR,53,24.05,1301.9,One year,No,Bank transfer (automatic),No internet service,No internet service,No,No
4190-MFLUW,0.2639853954315185,LOW,MONITOR,10,55.2,528.35,Month-to-month,DSL,Credit card (automatic),Yes,No,No,Yes
4678-DVQEO,0.462606281042099,MEDIUM,ENGAGE,1,52.2,52.2,Month-to-month,DSL,Electronic check,Yes,No,Yes,Yes
4701-AHWMW,0.0858731046319007,LOW,MONITOR,55,54.55,2978.3,Month-to-month,DSL,Bank transfer (automatic),Yes,No,Yes,Yes
2987-BJXIK,0.0178206488490104,LOW,MONITOR,70,84.7,5991.05,Two year,DSL,Mailed check,No,Yes,No,No
1730-VFMWO,0.0659321397542953,LOW,MONITOR,34,50.2,1815.3,Month-to-month,DSL,Bank transfer (automatic),Yes,No,No,No
1936-UAFEH,0.0814507827162742,LOW,MONITOR,68,110.25,7279.35,Two year,Fiber optic,Credit card (automatic),Yes,Yes,No,No
5140-FOMCQ,0.2447753250598907,LOW,MONITOR,59,109.15,6557.75,One year,Fiber optic,Credit card (automatic),No,Yes,Yes,No
8778-LMWTJ,0.4680503010749817,MEDIUM,ENGAGE,9,74.85,708.2,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,No
9840-DVNDC,0.6087430119514465,HIGH,URGENT,6,80.5,463.05,Month-to-month,Fiber optic,Credit card (automatic),No,No,Yes,Yes
8033-VCZGH,0.4309393167495727,MEDIUM,ENGAGE,50,103.95,5231.3,One year,Fiber optic,Electronic check,No,Yes,Yes,No
8580-QVLOC,0.0018345480784773,LOW,MONITOR,72,92.45,6440.25,Two year,DSL,Credit card (automatic),Yes,Yes,No,Yes
6128-AQBMT,0.502541720867157,MEDIUM,ENGAGE,41,53.95,2215.4,Month-to-month,DSL,Electronic check,No,No,Yes,No
6257-RJOHI,0.2836164534091949,LOW,MONITOR,4,50.8,202.3,Month-to-month,DSL,Mailed check,Yes,No,Yes,No
1929-ZCBHE,0.0464639253914356,LOW,MONITOR,47,40.3,1794.8,One year,DSL,Electronic check,Yes,Yes,No,No
6242-SGYTS,0.062412392348051,LOW,MONITOR,62,94.95,5791.85,One year,Fiber optic,Credit card (automatic),No,Yes,Yes,No
7010-ZMVBF,0.0578572489321231,LOW,MONITOR,18,20.45,357.0,Month-to-month,No,Mailed check,No internet service,No internet service,No,No
3519-ZKXGG,0.7616066336631775,HIGH,URGENT,3,75.85,256.6,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes
5666-MBJPT,0.0095776058733463,LOW,MONITOR,65,25.1,1725.0,Two year,No,Bank transfer (automatic),No internet service,No internet service,Yes,No
3313-QKNKB,0.1581141203641891,LOW,MONITOR,59,85.55,5084.65,One year,Fiber optic,Electronic check,No,No,No,Yes
7581-EBBOU,0.0392361171543598,LOW,MONITOR,60,70.15,4224.7,One year,DSL,Credit card (automatic),Yes,No,Yes,No
1784-BXEFA,0.0757650360465049,LOW,MONITOR,10,20.55,187.35,Month-to-month,No,Mailed check,No internet service,No internet service,Yes,No
7492-TAFJD,0.0207404401153326,LOW,MONITOR,7,38.55,280.0,Two year,DSL,Mailed check,No,Yes,No,No
5213-TWWJU,0.2302989065647125,LOW,MONITOR,28,91.0,2626.15,Month-to-month,Fiber optic,Electronic check,Yes,No,No,No
3312-ZWLGF,0.5010627508163452,MEDIUM,ENGAGE,29,79.3,2414.55,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,No
2923-ARZLG,0.1008832231163978,LOW,MONITOR,0,19.7,0.0,One year,No,Mailed check,No internet service,No internet service,Yes,No
7032-LMBHI,0.0390775315463542,LOW,MONITOR,37,64.65,2347.85,One year,DSL,Bank transfer (automatic),No,Yes,No,No
8292-ITGYJ,0.017889317125082,LOW,MONITOR,45,24.65,1138.8,Two year,No,Bank transfer (automatic),No internet service,No internet service,Yes,No
9107-UKCKY,0.1480795741081237,LOW,MONITOR,61,79.8,4914.8,One year,DSL,Electronic check,No,No,Yes,No
6848-HJTXY,0.0129620870575308,LOW,MONITOR,64,19.45,1208.6,Two year,No,Credit card (automatic),No internet service,No internet service,No,No
4184-VODJZ,0.0997542515397071,LOW,MONITOR,63,91.35,5764.7,One year,Fiber optic,Electronic check,No,No,Yes,No
4846-WHAFZ,0.5510550737380981,MEDIUM,ENGAGE,37,76.5,2868.15,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes
8735-SDUFN,0.0014297575689852,LOW,MONITOR,72,24.3,1778.7,Two year,No,Bank transfer (automatic),No internet service,No internet service,No,No
0839-JTCUD,0.0189874935895204,LOW,MONITOR,66,89.9,5958.85,Two year,DSL,Credit card (automatic),Yes,Yes,No,No
6857-VWJDT,0.8802632689476013,HIGH,URGENT,1,95.65,95.65,Month-to-month,Fiber optic,Mailed check,No,No,No,Yes
7363-QTBIW,0.6570319533348083,HIGH,URGENT,9,79.75,769.1,Month-to-month,Fiber optic,Electronic check,No,No,Yes,No
6158-HDPXZ,0.5324674844741821,MEDIUM,ENGAGE,1,25.35,25.35,Month-to-month,DSL,Mailed check,No,No,No,No
5419-CONWX,0.8624112606048584,HIGH,URGENT,4,99.8,442.85,Month-to-month,Fiber optic,Credit card (automatic),No,No,Yes,Yes
9286-DOJGF,0.3927578628063202,MEDIUM,ENGAGE,38,74.95,2869.85,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,Yes,Yes
2408-PSJVE,0.0698731839656829,LOW,MONITOR,44,61.9,2924.05,Month-to-month,DSL,Mailed check,Yes,No,Yes,No
2087-QAREY,0.2120444178581237,LOW,MONITOR,22,54.7,1178.75,Month-to-month,DSL,Mailed check,No,No,Yes,No
6777-TGHTM,0.338320255279541,MEDIUM,ENGAGE,53,106.95,5785.5,One year,Fiber optic,Credit card (automatic),No,Yes,Yes,Yes
6507-ZJSUR,0.5025706887245178,MEDIUM,ENGAGE,23,90.45,2117.25,Month-to-month,Fiber optic,Electronic check,No,No,Yes,No
5025-GOOKI,0.0508767142891883,LOW,MONITOR,20,18.9,347.65,Month-to-month,No,Credit card (automatic),No internet service,No internet service,Yes,No
6080-LNESI,0.0200969576835632,LOW,MONITOR,51,24.75,1234.6,Two year,No,Mailed check,No internet service,No internet service,No,No
2236-HILPA,0.0054586892947554,LOW,MONITOR,62,20.65,1218.45,Two year,No,Credit card (automatic),No internet service,No internet service,No,No
1386-ZIKUV,0.0512539930641651,LOW,MONITOR,7,18.95,130.55,Month-to-month,No,Mailed check,No internet service,No internet service,Yes,No
3365-SAIGS,0.506586492061615,MEDIUM,ENGAGE,17,83.55,1329.15,Month-to-month,Fiber optic,Electronic check,No,No,Yes,No
6061-GWWAV,0.0376680493354797,LOW,MONITOR,41,70.2,2894.55,One year,DSL,Mailed check,No,Yes,No,No
9979-RGMZT,0.3733265399932861,MEDIUM,ENGAGE,7,94.05,633.45,One year,Fiber optic,Mailed check,No,No,Yes,No
8445-DNBAE,0.6075148582458496,HIGH,URGENT,1,50.05,50.05,Month-to-month,DSL,Electronic check,No,No,Yes,No
6872-HXFNF,0.0158343520015478,LOW,MONITOR,64,58.35,3756.45,One year,DSL,Bank transfer (automatic),Yes,No,No,No
1320-HTRDR,0.7380604147911072,HIGH,URGENT,3,75.5,220.6,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes
3923-CSIHK,0.2799289226531982,LOW,MONITOR,50,71.05,3444.85,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes
2446-ZKVAF,0.1690417230129242,LOW,MONITOR,18,56.8,1074.65,Month-to-month,DSL,Credit card (automatic),No,No,No,No
4640-UHDOS,0.2781251072883606,LOW,MONITOR,13,55.95,734.35,Month-to-month,DSL,Electronic check,No,No,No,Yes
5457-COLHT,0.0197344310581684,LOW,MONITOR,69,80.65,5542.55,Two year,DSL,Bank transfer (automatic),Yes,Yes,No,No
2254-DLXRI,0.8781987428665161,HIGH,URGENT,1,79.15,79.15,Month-to-month,Fiber optic,Mailed check,No,No,Yes,No
5339-PXDVH,0.5107269883155823,MEDIUM,ENGAGE,4,90.65,367.95,Month-to-month,Fiber optic,Electronic check,No,Yes,No,No
2386-LAHRK,0.6283339262008667,HIGH,URGENT,1,53.5,53.5,Month-to-month,DSL,Mailed check,No,No,Yes,Yes
5062-CJJKH,0.0479248687624931,LOW,MONITOR,25,53.65,1355.45,One year,DSL,Mailed check,No,No,No,No
8930-XOTDP,0.2248584032058715,LOW,MONITOR,18,55.95,1082.8,Month-to-month,DSL,Mailed check,No,No,No,No
4779-ZGICK,0.0327267833054065,LOW,MONITOR,48,23.55,1173.35,Two year,No,Mailed check,No internet service,No internet service,No,No
9534-NSXEM,0.011461965739727,LOW,MONITOR,26,20.65,595.5,One year,No,Credit card (automatic),No internet service,No internet service,Yes,No
3716-BDVDB,0.8808337450027466,HIGH,URGENT,1,69.1,69.1,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes
9842-EFSYY,0.3189548552036285,MEDIUM,ENGAGE,4,57.2,223.75,Month-to-month,DSL,Mailed check,No,Yes,Yes,No
9122-UMROB,0.2606678009033203,LOW,MONITOR,1,20.3,20.3,Month-to-month,No,Mailed check,No internet service,No internet service,No,No
1867-BDVFH,0.6458084583282471,HIGH,URGENT,11,74.35,834.2,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes
5949-EBSQK,0.217876598238945,LOW,MONITOR,4,61.45,229.55,Month-to-month,DSL,Credit card (automatic),Yes,No,No,Yes
4160-AMJTL,0.1465911716222763,LOW,MONITOR,8,19.65,164.3,Month-to-month,No,Electronic check,No internet service,No internet service,No,Yes
8622-ZLFKO,0.8300462365150452,HIGH,URGENT,6,90.75,512.25,Month-to-month,Fiber optic,Electronic check,No,No,Yes,No
2990-IAJSV,0.0022204469423741,LOW,MONITOR,72,92.0,6632.75,Two year,DSL,Bank transfer (automatic),Yes,Yes,No,No
6064-ZATLR,0.0192338600754737,LOW,MONITOR,27,52.85,1498.65,Two year,DSL,Bank transfer (automatic),No,Yes,No,No
7409-KIUTL,0.8253040909767151,HIGH,URGENT,1,71.0,71.0,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes
5505-OVWQW,0.0333334952592849,LOW,MONITOR,17,20.15,353.65,One year,No,Mailed check,No internet service,No internet service,No,No
3948-KXDUF,0.0091413278132677,LOW,MONITOR,66,68.75,4447.55,Two year,DSL,Bank transfer (automatic),Yes,Yes,No,No
9814-AOUDH,0.0133140496909618,LOW,MONITOR,53,19.5,1050.5,Two year,No,Credit card (automatic),No internet service,No internet service,No,No
7398-LXGYX,0.2474429160356521,LOW,MONITOR,44,84.8,3626.35,Month-to-month,Fiber optic,Credit card (automatic),No,Yes,Yes,No
5266-PFRQK,0.0359674021601676,LOW,MONITOR,52,20.85,1071.6,One year,No,Credit card (automatic),No internet service,No internet service,Yes,No
1568-BEKZM,0.0328168123960495,LOW,MONITOR,70,90.05,6333.4,Two year,DSL,Credit card (automatic),Yes,Yes,No,No
2692-PFYTJ,0.2991550862789154,LOW,MONITOR,1,25.75,25.75,Month-to-month,No,Mailed check,No internet service,No internet service,Yes,No
2533-QVMSK,0.0654701143503189,LOW,MONITOR,61,94.1,5638.3,Two year,Fiber optic,Electronic check,Yes,No,Yes,Yes
5828-AVIPD,0.3420195579528808,MEDIUM,ENGAGE,19,100.95,1875.55,One year,Fiber optic,Electronic check,Yes,No,Yes,Yes
2907-ILJBN,0.0232920814305543,LOW,MONITOR,11,20.6,233.9,One year,No,Mailed check,No internet service,No internet service,No,No
5226-NOZFC,0.485336035490036,MEDIUM,ENGAGE,26,85.75,2146.5,Month-to-month,Fiber optic,Electronic check,No,No,Yes,No
7114-AEOZE,0.0182257834821939,LOW,MONITOR,60,19.85,1128.1,Two year,No,Bank transfer (automatic),No internet service,No internet service,No,No
2202-CUYXZ,0.8489853143692017,HIGH,URGENT,1,84.85,84.85,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes
3466-RITXD,0.4687060713768005,MEDIUM,ENGAGE,26,92.4,2349.8,Month-to-month,Fiber optic,Credit card (automatic),No,Yes,Yes,No
7278-CKDNC,0.5335727334022522,MEDIUM,ENGAGE,24,80.5,2088.45,Month-to-month,Fiber optic,Electronic check,No,No,Yes,No
1956-YIFGE,0.3286571502685547,MEDIUM,ENGAGE,22,100.05,2090.25,One year,Fiber optic,Mailed check,No,No,Yes,No
0422-UXFAP,0.3057434558868408,MEDIUM,ENGAGE,51,98.85,4947.55,One year,Fiber optic,Electronic check,No,No,Yes,No
3733-UOCWF,0.0345711633563041,LOW,MONITOR,61,85.55,5251.75,One year,Fiber optic,Bank transfer (automatic),Yes,No,Yes,No
7191-ADRGF,0.065646156668663,LOW,MONITOR,44,54.3,2390.45,Two year,DSL,Bank transfer (automatic),No,No,No,No
5709-LVOEQ,0.0400496944785118,LOW,MONITOR,0,80.85,0.0,Two year,DSL,Mailed check,No,Yes,No,No
6034-YMTOB,0.4660184979438782,MEDIUM,ENGAGE,5,75.65,399.45,Month-to-month,Fiber optic,Mailed check,Yes,No,Yes,No
6372-RFVNS,0.8574746251106262,HIGH,URGENT,1,78.8,78.8,Month-to-month,Fiber optic,Electronic check,No,No,No,Yes
9052-DHNKM,0.0580373741686344,LOW,MONITOR,26,61.55,1581.95,One year,DSL,Electronic check,No,Yes,No,No
5609-IMCGG,0.3784760236740112,MEDIUM,ENGAGE,15,84.35,1302.65,Month-to-month,Fiber optic,Credit card (automatic),No,Yes,Yes,No
2959-MJHIC,0.7069984674453735,HIGH,URGENT,4,80.35,307.4,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes
1319-YLZJG,0.4971089363098144,MEDIUM,ENGAGE,12,84.6,959.9,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,No
7623-TRNQN,0.3079434633255005,MEDIUM,ENGAGE,1,49.9,49.9,Month-to-month,DSL,Mailed check,Yes,No,Yes,Yes
0377-JBKKT,0.0847811996936798,LOW,MONITOR,22,57.95,1271.8,Month-to-month,DSL,Mailed check,Yes,Yes,Yes,No
1936-CZAKF,0.0694284066557884,LOW,MONITOR,49,49.65,2409.9,Two year,DSL,Credit card (automatic),No,No,No,No
5063-IUOKK,0.0077336714603006,LOW,MONITOR,13,19.75,265.75,Two year,No,Mailed check,No internet service,No internet service,No,No
8646-JCOMS,0.0668289884924888,LOW,MONITOR,66,90.55,6130.95,One year,Fiber optic,Bank transfer (automatic),Yes,No,Yes,No
0979-MOZQI,0.0239104703068733,LOW,MONITOR,62,39.0,2337.45,Two year,DSL,Bank transfer (automatic),Yes,No,Yes,No
1525-LNLOJ,0.0244575217366218,LOW,MONITOR,66,63.3,4189.7,Two year,DSL,Bank transfer (automatic),No,No,Yes,No
5759-RCVCB,0.4936501681804657,MEDIUM,ENGAGE,3,35.2,108.95,Month-to-month,DSL,Credit card (automatic),No,No,No,Yes
9968-FFVVH,0.0140249608084559,LOW,MONITOR,63,68.8,4111.35,One year,DSL,Bank transfer (automatic),Yes,Yes,No,No
2266-FUBDZ,0.0126575762405991,LOW,MONITOR,15,19.35,278.85,Two year,No,Mailed check,No internet service,No internet service,No,No
4760-THGOT,0.3298473358154297,MEDIUM,ENGAGE,43,94.1,4107.3,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,No
2307-FYNNL,0.3647364675998688,MEDIUM,ENGAGE,65,109.05,7108.2,Two year,Fiber optic,Electronic check,Yes,Yes,Yes,No
1143-NMNQJ,0.8571532964706421,HIGH,URGENT,2,85.7,169.8,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes
1629-DQQVB,0.140110582113266,LOW,MONITOR,14,50.1,709.5,Month-to-month,DSL,Bank transfer (automatic),No,Yes,No,No
3766-EJLFL,0.3545443117618561,MEDIUM,ENGAGE,68,109.05,7508.55,Two year,Fiber optic,Bank transfer (automatic),Yes,Yes,Yes,No
8457-XIGKN,0.0605828464031219,LOW,MONITOR,20,19.6,356.15,Month-to-month,No,Credit card (automatic),No internet service,No internet service,Yes,No
4981-FLTMF,0.0503304041922092,LOW,MONITOR,57,65.2,3687.85,Month-to-month,DSL,Bank transfer (automatic),Yes,Yes,No,No
7606-BPHHN,0.0006355143268592,LOW,MONITOR,72,19.8,1468.75,Two year,No,Credit card (automatic),No internet service,No internet service,Yes,No
7005-CCBKV,0.7102603316307068,HIGH,URGENT,6,84.4,556.35,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes
4648-YPBTM,0.0272051356732845,LOW,MONITOR,53,73.9,3958.25,Two year,DSL,Bank transfer (automatic),Yes,No,Yes,No
